date,Close,Volume,Target,RAV,volatility,Buy_Sell_Strength,Weighted_Strength,Trend,Returns,Log_returns,AAPL,MSFT,NVDA,TSLA,market_return,rel_return,mean_return_others,divergence,volume_rank,return_rank,market_std,zscore_vs_market,pol_mean,pol_sum,pos_count,neg_count,neu_count,has_news
2015-02-06,26.495508193969727,174826400,1,250822400.0,1.0466037251016032,0.2666680795151086,-0.1626353135264626,-0.007054861365106784,-0.008420795808710912,8.064543985457256,True,False,False,False,-0.007545297852697336,-0.0008754979560135767,-0.007545297852697336,0.0008754979560135767,0.75,0.5,0.006662793277381466,-0.13140103850822982,0.0,0.0,0.0,0.0,0.0,0
2015-02-06,14.490667343139648,48658500,1,54862928.571428575,0.6081974247283525,0.12463900320310489,-0.3329115586467887,0.016009303655243338,-0.016426056915829212,5.386730472879543,False,False,False,True,-0.007545297852697336,-0.008880759063131877,-0.007545297852697336,0.008880759063131877,0.5,0.25,0.006662793277381466,-1.3328882787463714,0.0,0.0,0.0,0.0,0.0,0
2015-02-06,36.21815872192383,34616600,0,50972100.0,2.1338737808127393,0.4062477648236877,-0.06366980415176798,0.022419315189913903,-0.0009420912215365451,10.087209843294,False,True,False,False,-0.007545297852697336,0.006603206631160791,-0.007545297852697336,0.006603206631160791,0.25,1.0,0.006662793277381466,0.9910568069967055,0.0,0.0,0.0,0.0,0.0,0
2015-02-06,0.4895171225070953,210524000,0,215585714.2857143,0.010619285063274185,0.22500044703259384,-0.26854286741923766,0.023777409063445675,-0.004392247464712673,-0.6895249138782952,False,False,True,False,-0.007545297852697336,0.0031530503879846628,-0.007545297852697336,0.0031530503879846628,1.0,0.75,0.006662793277381466,0.47323251025789564,0.0,0.0,0.0,0.0,0.0,0
2015-02-09,26.671497344970703,155559200,1,224795771.42857143,1.0960224222894563,0.9148968405560016,0.2871095847989605,0.010176695031320246,0.006642225909108346,8.139059828890058,True,False,False,False,0.0012587249805361689,0.005383500928572177,0.0012587249805361689,0.005383500928572177,0.75,1.0,0.00367140133019064,1.4663340900115203,0.0,0.0,0.0,0.0,0.0,0
2015-02-09,14.498666763305664,52086000,0,54700714.28571428,0.6380376270287612,0.9242408552224393,0.4039619861213925,0.028754649826016863,0.0005520394593698796,5.423093575625033,False,False,False,True,0.0012587249805361689,-0.0007066855211662892,0.0012587249805361689,0.0007066855211662892,0.5,0.75,0.00367140133019064,-0.19248386586208327,0.0,0.0,0.0,0.0,0.0,0
2015-02-09,36.17545318603516,31381100,1,46371500.0,2.087251648619136,0.28302036174669687,-0.14683716778604813,0.02374021635771765,-0.001179119463707412,10.07796136181939,False,True,False,False,0.0012587249805361689,-0.002437844444243581,0.0012587249805361689,0.002437844444243581,0.25,0.25,0.00367140133019064,-0.6640092501456369,0.0,0.0,0.0,0.0,0.0,0
2015-02-09,0.489037275314331,273944000,1,221100571.42857143,0.01083003193128621,0.7931088347008238,0.36316236586128703,0.028267763070350272,-0.0009802459826261378,-0.6846041445402233,False,False,True,False,0.0012587249805361689,-0.0022389709631623067,0.0012587249805361689,0.0022389709631623067,1.0,0.5,0.00367140133019064,-0.6098409740038,0.0,0.0,0.0,0.0,0.0,0
2015-02-10,27.18390655517578,248034000,1,212374628.57142857,1.1491110998913283,0.9346708430298317,0.5076554982357517,0.037193196755894886,0.019211865144935336,8.27870141753098,True,False,False,False,0.01184370996096168,0.007368155183973657,0.01184370996096168,0.007368155183973657,1.0,0.75,0.01474571962811842,0.49968094944131575,0.0,0.0,0.0,0.0,0.0,0
2015-02-10,14.419333457946776,80857500,0,59808214.28571428,0.6578816044913254,0.23454658003838116,-0.35887879551142926,0.02558837874319872,-0.005471765552931496,5.392306554153996,False,False,False,True,0.01184370996096168,-0.017315475513893175,0.01184370996096168,0.017315475513893175,0.5,0.25,0.01474571962811842,-1.174271310630003,0.0,0.0,0.0,0.0,0.0,0
2015-02-10,36.38041305541992,29670700,0,39466614.28571428,2.044404220290352,0.7118611191930971,0.15927557564820027,0.04554783551290325,0.005665716703830537,10.13839251815032,False,True,False,False,0.01184370996096168,-0.0061779932571311424,0.01184370996096168,0.0061779932571311424,0.25,0.5,0.01474571962811842,-0.41896858294731226,0.0,0.0,0.0,0.0,0.0,0
2015-02-10,0.5027151703834534,226204000,0,210815428.57142857,0.011798653586907057,0.9846165132230474,0.5199913236898787,0.060305534473586435,0.02796902354801234,-0.7027869829087989,False,False,True,False,0.01184370996096168,0.01612531358705066,0.01184370996096168,0.01612531358705066,0.75,1.0,0.01474571962811842,1.0935589441359994,0.0,0.0,0.0,0.0,0.0,0
2015-02-11,27.82106208801269,294247200,1,218559028.57142857,1.245723775336553,0.9834706835564311,0.650899191163238,0.05324626543743651,0.02343870376186219,8.423923701465036,True,False,False,False,-0.0011360060961109475,0.024574709857973137,-0.0011360060961109475,0.024574709857973137,0.75,1.0,0.0170870408009701,1.4382074780659464,0.0,0.0,0.0,0.0,0.0,0
2015-02-11,14.186667442321776,146536500,0,71850857.14285715,0.6657786747225927,0.73994757340011,0.48936197823828825,0.026877995444916928,-0.016135698387415576,5.316206033528919,False,False,False,True,-0.0011360060961109475,-0.014999692291304628,-0.0011360060961109475,0.014999692291304628,0.5,0.25,0.0170870408009701,-0.8778402571879523,0.0,0.0,0.0,0.0,0.0,0
2015-02-11,36.19253921508789,38262500,1,37739471.428571425,2.0031882315215395,0.38636600083229405,-0.1152088444424441,0.05736608898150609,-0.005164148082811293,10.070181358726398,False,True,False,False,-0.0011360060961109475,-0.004028141986700345,-0.0011360060961109475,0.004028141986700345,0.25,0.75,0.0170870408009701,-0.23574251584110759,0.0,0.0,0.0,0.0,0.0,0
2015-02-11,0.4993555843830108,320832000,1,219562285.7142857,0.012210184563478782,0.4242478975811306,-0.11069159006149575,0.07608143433515444,-0.006682881676079111,-0.7260908681999069,False,False,True,False,-0.0011360060961109475,-0.0055468755799681635,-0.0011360060961109475,0.0055468755799681635,1.0,0.5,0.0170870408009701,-0.3246247050368865,0.0,0.0,0.0,0.0,0.0,0
2015-02-12,28.173057556152344,297898000,1,231449771.42857143,1.3393466564867096,0.46596737341620836,-0.04380324651643549,0.043884878993876206,0.012652121871771227,8.471078771874542,True,False,False,False,0.013597178706643537,-0.0009450568348723098,0.013597178706643537,0.0009450568348723098,0.75,0.5,0.048307677638308906,-0.01956328436958149,0.0,0.0,0.0,0.0,0.0,0
2015-02-12,13.525333404541016,234744000,1,95043857.14285715,0.6342598000703831,0.9785933747369742,1.1820534912676308,0.056661854488114144,-0.046616588460223096,5.099468419720203,False,False,False,True,0.013597178706643537,-0.06021376716686663,0.013597178706643537,0.06021376716686663,0.5,0.25,0.048307677638308906,-1.246463711580206,0.0,0.0,0.0,0.0,0.0,0
2015-02-12,36.79887390136719,33268800,1,35051814.28571428,1.9546301313259773,1.0,0.4745660200185277,0.06685063155088865,0.016753029752234916,10.253658736129825,False,True,False,False,0.013597178706643537,0.003155851045591379,0.013597178706643537,0.003155851045591379,0.25,0.75,0.048307677638308906,0.06532814657785845,0.0,0.0,0.0,0.0,0.0,0
2015-02-12,0.5351095199584961,676904000,1,290053142.85714287,0.016688193854659732,0.6825398026801276,0.4259975305775117,0.09766870829021462,0.0716001516627911,-0.7705661433620627,False,False,True,False,0.013597178706643537,0.058002972956147564,0.013597178706643537,0.058002972956147564,1.0,1.0,0.048307677638308906,1.2006988493719288,0.0,0.0,0.0,0.0,0.0,0
2015-02-13,28.31118392944336,217088800,1,222376914.2857143,1.3630133027817617,0.8773022789929219,0.3683300456206594,0.0419914836752947,0.004902782490530555,8.480550949304108,True,False,False,False,0.0069598945265784695,-0.0020571120360479145,0.0069598945265784695,0.0020571120360479145,0.75,0.75,0.007689690742092468,-0.2675155744284388,0.0,0.0,0.0,0.0,0.0,0
2015-02-13,13.584667205810549,92865000,1,101227285.71428572,0.5929197951576151,0.562993145940228,0.057789344606655885,0.07274359436663819,0.004386864226918918,5.215715461858447,False,False,False,True,0.0069598945265784695,-0.002573030299659551,0.0069598945265784695,0.002573030299659551,0.5,0.5,0.007689690742092468,-0.33460777370084394,0.0,0.0,0.0,0.0,0.0,0
2015-02-13,37.46499633789063,40264900,1,34858971.428571425,1.9184335659127973,1.0,0.5775399897054582,0.07306422522218732,0.018101707087800234,10.391162587361098,False,True,False,False,0.0069598945265784695,0.011141812561221764,0.0069598945265784695,0.011141812561221764,0.25,1.0,0.007689690742092468,1.448928563567945,0.0,0.0,0.0,0.0,0.0,0
2015-02-13,0.5353493690490723,310084000,1,308420000.0,0.019574670520160865,0.9302320423609025,0.4325532475956102,0.10249708085417747,0.00044822430106417066,-0.8561701620547577,False,False,True,False,0.0069598945265784695,-0.006511670225514299,0.0069598945265784695,0.006511670225514299,1.0,0.25,0.007689690742092468,-0.8468052154386623,0.0,0.0,0.0,0.0,0.0,0
2015-02-17,28.47827339172364,252609600,1,234323314.2857143,1.3406569600912475,0.46428599232392975,-0.03850108223737705,0.036878679819982135,0.005901888903576014,8.518122922200687,True,False,False,False,0.003086226959756966,0.0028156619438190478,0.003086226959756966,0.0028156619438190478,1.0,1.0,0.0022279299267384113,1.2638018413537133,0.0,0.0,0.0,0.0,0.0,0
2015-02-17,13.623332977294922,59694000,1,102205928.57142857,0.5523622102039497,0.6785705770756932,0.10429524174330819,0.08634057846458638,0.0028462803614235366,5.221785040361267,False,False,False,True,0.003086226959756966,-0.00023994659833342924,0.003086226959756966,0.00023994659833342924,0.5,0.5,0.0022279299267384113,-0.10769934702780361,0.0,0.0,0.0,0.0,0.0,0
2015-02-17,37.4821891784668,33695700,0,34451471.428571425,1.8405272936093797,0.4814846211446848,-0.018109201883831236,0.07971501537207275,0.0004589041040097275,10.344459922669703,False,True,False,False,0.003086226959756966,-0.0026273228557472383,0.003086226959756966,0.0026273228557472383,0.25,0.25,0.0022279299267384113,-1.179266378271385,0.0,0.0,0.0,0.0,0.0,0
2015-02-17,0.5370292067527771,203340000,0,317404571.4285714,0.022121556752256584,0.6944402132520913,0.12456491343124128,0.10422824222850469,0.0031378344700185856,-0.859472642906656,False,False,True,False,0.003086226959756966,5.1607510261619804e-05,0.003086226959756966,5.1607510261619804e-05,0.75,0.75,0.0022279299267384113,0.02316388394547528,0.0,0.0,0.0,0.0,0.0,0
2015-02-18,28.676544189453125,179566800,0,235000514.2857143,1.3492943181841857,0.9548891157945427,0.3475864005078095,0.07037453030549048,0.006962177622295895,8.562356812022745,True,False,False,False,-0.001316163669727477,0.008278341292023372,-0.001316163669727477,0.008278341292023372,1.0,1.0,0.007705624540835911,1.074324507786793,0.0,0.0,0.0,0.0,0.0,0
2015-02-18,13.630666732788086,40704000,1,101069571.42857143,0.496989396512705,0.5210068880954957,0.008460156315626138,0.08449878605291616,0.0005383231478952588,5.218910454574736,False,False,False,True,-0.001316163669727477,0.0018544868176227358,-0.001316163669727477,0.0018544868176227358,0.5,0.75,0.007705624540835911,0.24066664652487207,0.0,0.0,0.0,0.0,0.0,0
2015-02-18,37.4391975402832,27111700,0,33379342.85714286,1.7424091690822028,0.4516089337352961,-0.03930467046231934,0.0896438540197744,-0.001146988453072817,10.331286790392388,False,True,False,False,-0.001316163669727477,0.00016917521665466007,-0.001316163669727477,0.00016917521665466007,0.25,0.5,0.007705624540835911,0.021954770279568776,0.0,0.0,0.0,0.0,0.0,0
2015-02-18,0.5307899117469788,170948000,1,311750857.14285713,0.02354578232191378,0.12903002522611615,-0.20342069250056882,0.09469556767252202,-0.011618166996028245,-0.8537679324044879,False,False,True,False,-0.001316163669727477,-0.010302003326300768,-0.001316163669727477,0.010302003326300768,0.75,0.25,0.007705624540835911,-1.3369459245912338,0.0,0.0,0.0,0.0,0.0,0
2015-02-19,28.61639404296875,149449600,1,234127714.2857143,1.330531697740077,0.1714223433242419,-0.20973937027892325,0.0637610100113552,-0.0020975381861562115,8.526733032471203,True,False,False,False,0.008846374813690494,-0.010943912999846706,0.008846374813690494,0.010943912999846706,0.75,0.25,0.017856499723059818,-0.6128812012196195,0.0,0.0,0.0,0.0,0.0,0
2015-02-19,14.11400032043457,77311500,1,104673214.28571428,0.46259979640120186,0.9159950351948057,0.30725339221624115,0.10119828461932869,0.035459277020091884,5.40285594584265,False,False,False,True,0.008846374813690494,0.02661290220640139,0.008846374813690494,0.02661290220640139,0.5,1.0,0.017856499723059818,1.4903762002154086,0.0,0.0,0.0,0.0,0.0,0
2015-02-19,37.41338348388672,27603400,1,32839671.42857143,1.6633424278508384,0.9375024835292567,0.36774290145133864,0.12065747802040538,-0.0006894927800925599,10.327434051131169,False,True,False,False,0.008846374813690494,-0.009535867593783054,0.008846374813690494,0.009535867593783054,0.25,0.5,0.017856499723059818,-0.534027818535369,0.0,0.0,0.0,0.0,0.0,0
2015-02-19,0.5322300791740417,169432000,1,296820571.4285714,0.024913160327471057,0.27777740984801147,-0.12684975880687038,0.09802891020413934,0.0027132532009188637,-0.8402894491627059,False,False,True,False,0.008846374813690494,-0.00613312161277163,0.008846374813690494,0.00613312161277163,1.0,0.75,0.017856499723059818,-0.34346718046042024,0.0,0.0,0.0,0.0,0.0,0
2015-02-20,28.850318908691406,195793600,1,226664800.0,1.3484818303813966,1.0,0.4319012038922673,0.0776302673522592,0.008174505333250925,8.601816609192184,True,False,False,False,0.012292659235877301,-0.004118153902626376,0.012292659235877301,0.004118153902626376,1.0,0.5,0.008822273612355493,-0.46679054443051377,0.0,0.0,0.0,0.0,0.0,0
