date,Close,High,Low,Open,Volume,Ticker,Target
2015-01-02,39.93304443359375,40.49668438609426,39.745166621261546,39.84764572414747,27913900,MSFT,0
2015-01-05,39.56583404541016,39.907432198522,39.49751246013629,39.5999915802946,39673900,MSFT,0
2015-01-06,38.9851188659668,39.92451798606721,38.891178302406175,39.6085387558884,36447900,MSFT,1
2015-01-07,39.48042678833008,39.67684643311755,38.84846849775337,39.26692674950648,29114100,MSFT,1
2015-01-08,40.641876220703125,40.778516144489735,39.89889683872298,39.92451580638524,29645200,MSFT,0
2015-01-09,40.30026245117188,40.8382834117233,40.052604904792624,40.658944177456746,23944200,MSFT,0
2015-01-12,39.79641342163086,40.599175803615054,39.591455170136825,40.49669342011537,23651900,MSFT,0
2015-01-13,39.59144592285156,40.915145451898624,39.3352465394476,40.1123865151657,35270600,MSFT,0
2015-01-14,39.24986267089844,39.48898502905092,38.95950236709095,39.24986267089844,29719600,MSFT,0
2015-01-15,38.83992767333984,39.60852913602388,38.78014792154799,39.47188923796362,32750800,MSFT,1
2015-01-16,39.48898315429688,39.523140697194094,38.57519965453958,38.69476245681624,35695300,MSFT,1
2015-01-20,39.6170768737793,39.83911879561402,38.91679682692127,39.54021670972157,36161900,MSFT,0
2015-01-21,39.21569442749024,39.40357554658407,38.83993544705535,39.23277482538538,39081100,MSFT,1
2015-01-22,40.2490348815918,40.25757345114467,39.352335221920335,39.60853465929038,35898000,MSFT,1
2015-01-23,40.2917366027832,40.47107589366213,39.96721555898839,40.44545692575166,26211600,MSFT,0
2015-01-26,40.14654541015625,40.249027773206926,39.488968164883865,40.13800684211137,42525500,MSFT,0
2015-01-27,36.43165588378906,36.89281686835987,35.96195632887563,36.6793167745126,169164000,MSFT,0
2015-01-28,35.176273345947266,36.542675864570334,35.1506543778537,36.49997649849679,84507100,MSFT,1
2015-01-29,35.87656021118164,35.97050078909692,34.83468179787974,34.95424134877066,63585300,MSFT,0
2015-01-30,34.50161361694336,35.5093342372253,34.45891099550136,35.483712012809576,78004900,MSFT,1
2015-02-02,35.253150939941406,35.330011139980705,34.3564507779859,34.66389157814309,50352500,MSFT,1
2015-02-03,35.526424407958984,35.80824617563875,35.05672471957986,35.55204664177322,52082400,MSFT,1
2015-02-04,35.731380462646484,36.04735973027872,35.321460620318724,35.81677920814061,41614800,MSFT,1
2015-02-05,36.25231170654297,36.41457058323262,35.7484514225828,36.055892037575774,36548200,MSFT,0
2015-02-06,36.21815872192383,36.54267980301358,35.996120039759155,36.4487392328755,34616600,MSFT,0
2015-02-09,36.17545318603516,36.49997421181831,36.04735183808711,36.07297406232828,31381100,MSFT,1
2015-02-10,36.38041305541992,36.52559480675061,36.02173447757836,36.49997583911986,29670700,MSFT,0
2015-02-11,36.19253921508789,36.42311972262486,36.0473574476373,36.42311972262486,38262500,MSFT,1
2015-02-12,36.79887390136719,36.79887390136719,36.30355215228472,36.43165350332403,33268800,MSFT,1
2015-02-13,37.46499633789063,37.46499633789063,36.85011827005245,37.04653796956007,40264900,MSFT,1
2015-02-17,37.4821891784668,37.8434202514724,37.146756106615086,37.81761896938234,33695700,MSFT,0
2015-02-18,37.4391975402832,37.58541251906381,37.31878713478005,37.52520731631223,27111700,MSFT,0
2015-02-19,37.41338348388672,37.43918476742424,37.02634782614199,37.138158856365216,27603400,MSFT,1
2015-02-20,37.7230224609375,37.7402244150403,37.23277825228816,37.421993185544416,29721100,MSFT,1
2015-02-23,37.97244644165039,38.00684706943296,37.54240742546381,37.585410670895,32518800,MSFT,0
2015-02-24,37.92083740234375,38.1014529865889,37.774622442999785,37.9724432611011,25271700,MSFT,0
2015-02-25,37.8348274230957,37.920833898808034,37.67141052593083,37.80042352043607,29759800,MSFT,1
2015-02-26,37.89503479003906,38.04124646333989,37.748819835801314,37.8348295973932,28957300,MSFT,0
2015-02-27,37.71442031860352,38.01544959778945,37.55100667397388,37.955244398139726,33807700,MSFT,1
2015-03-02,37.74021530151367,38.00683732337987,37.456388048762136,37.55959646751884,31924000,MSFT,0
2015-03-03,37.22417068481445,37.69721615739416,37.060757063974,37.46499472929235,31748600,MSFT,0
2015-03-04,37.03495788574219,37.16396761029866,36.8801435915248,36.99195136328634,25748700,MSFT,1
2015-03-05,37.07796859741211,37.18977967263741,36.8285451530394,37.04356468489084,23193500,MSFT,0
2015-03-06,36.43290710449219,37.077965648747536,36.25229149952567,36.98335653730677,36248800,MSFT,1
2015-03-09,36.85434341430664,37.09516750120104,36.28669202816701,36.28669202816701,32108000,MSFT,0
2015-03-10,36.14908218383789,36.733935565488295,36.14908218383789,36.42430691862189,39159700,MSFT,0
2015-03-11,36.106075286865234,36.441505193440406,35.98566488767798,36.38990261146719,32215300,MSFT,0
2015-03-12,35.280399322509766,35.82224937147792,35.14278697620928,35.54702467887696,59992500,MSFT,1
2015-03-13,35.59002685546875,35.667434003001844,34.92776643344937,35.005173580982465,58007700,MSFT,1
2015-03-16,35.74483871459961,35.81364324053068,35.50401467149882,35.66743157234164,35273500,MSFT,1
